pH,EC,CO3,Cl,SO4,TH,Ca,Mg,Na,TDS,Temperature
7.42,2091,0,376,161,720,44,146,114,803.5824542,23.66476642
7.6,780,0,21,9.4,250,36,38,47,803.5824542,24.18859775
8.21,1397,0,43,146,60,12,7.2,328,803.5824542,23.9062769
7.38,2007,0,241,247,630,68,110,154,803.5824542,21.46621695
7.6,1348,0,99,168,360,28,70,107,803.5824542,21.35141397
8.19,1434,0,50,189,200,72,4.8,271,803.5824542,24.07073056
8.17,1280,0,36,137,85,24,6,280,803.5824542,21.64401954
8.01,1026,0,50,30,190,36,24,91,803.5824542,23.12874353
8.2,897,0,43,26,250,40,36,111,803.5824542,22.64053666
8.03,707,0,21,0,210,36,29,69,803.5824542,21.28839793
8.17,873,0,43,14,305,44,47,78,803.5824542,24.41554053
7.6,2103,0,398,68,910,144,132,58,803.5824542,20.17106755
7.99,895,0,43,14,365,40,64,47,803.5824542,20.45798172
8.04,3321,0,369,404,420,24,86,544,803.5824542,22.06536001
7.9,791,0,21,10,245,40,35,74,803.5824542,23.14914241
8.2,1628,0,178,30,230,28,38,284,803.5824542,22.88481566
8.28,816,0,43,59,180,12,36,101,803.5824542,23.05660299
7.9,865,0,57,143,300,36,50,57,803.5824542,20.8060792
8.7,1964,48,163,79,130,8,26,405,803.5824542,20.04192546
8.44,1712,54,78,147,140,8,29,390,803.5824542,21.78484417
7.68,1550,0,138,146,405,96,40,169,803.5824542,20.80776606
8.07,1420,0,110,74,200,32,29,216,803.5824542,22.04829218
7.82,916,0,60,37,360,72,43,31,803.5824542,22.35563965
7.87,1066,0,21,31,230,40,31,117,803.5824542,21.20434474
8.08,872,0,14,15,300,72,29,46,803.5824542,23.74217483
8.02,964,0,36,36,310,52,43,62,803.5824542,24.19701869
7.68,770,0,14,77,330,72,36,16,803.5824542,24.17182078
7.67,825,0,21,35,330,56,46,16,803.5824542,24.12154974
8.24,439,0,7.1,3.5,130,8,26,29,803.5824542,24.78474548
7.9,493,0,57,23,220,24,38,32,803.5824542,24.147214
8.06,575,0,14,6.3,200,16,38,59,803.5824542,23.73196916
8.27,430,0,7.1,5.1,160,8,34,31,803.5824542,20.82468921
8.52,1269,48,14,7.8,60,4,12,316,803.5824542,20.97678366
7.78,1991,0,312,80,380,28,74,229,803.5824542,20.36957692
8.56,1144,36,7.1,3.5,20,8,0,313,803.5824542,24.83744517
7.86,994,0,170,22,280,28,50,71,803.5824542,22.32396071
7.59,443,0,21,15,150,40,12,26,803.5824542,23.95701338
8.32,828,24,43,24,180,4,41,148,803.5824542,20.50763365
7.74,586,0,21,7,230,28,38,41,803.5824542,21.18306121
8.03,626,0,21,27,160,8,34,83,803.5824542,24.99041669
8.22,685,0,57,51,200,4,46,69,803.5824542,20.81422241
7.88,383,0,28,17,150,36,14,13,803.5824542,23.2328439
7.99,725,0,21,6.8,230,16,46,77,803.5824542,24.58279761
7.77,1800,0,305,80,430,32,84,162,803.5824542,20.05154329
7.58,2281,0,341,95,560,88,82,224,803.5824542,24.71342617
8.03,1269,0,142,97,320,44,50,114,803.5824542,21.97622155
7.76,650,0,14,0,260,60,26,14,803.5824542,22.39832397
8.13,424,0,14,0,165,24,25,12,803.5824542,24.94171483
8.14,477,0,14,0,180,36,22,16,803.5824542,20.33161312
8.19,646,0,7.1,0,300,80,24,12,803.5824542,20.73142152
8.22,837,0,57,94,370,28,72,25,803.5824542,22.52747256
8.05,737,0,50,7.9,270,48,36,29,803.5824542,22.63791185
8.21,763,0,21,5.6,315,72,32,15,803.5824542,21.51962116
8.29,474,0,18,0,170,20,29,24,803.5824542,22.71733212
7.64,985,0,64,39,380,72,48,42,803.5824542,23.61286829
8.06,648,0,21,0,255,36,40,16,803.5824542,23.7614525
7.75,695,0,21,0,270,44,38,21,803.5824542,24.6162792
7.73,600,0,36,28,300,72,29,20,803.5824542,20.19026375
8.37,520,24,14,18,250,36,39,20,803.5824542,24.16749343
7.99,480,0,36,15,250,48,32,6,803.5824542,20.46373337
8.18,360,0,21,5,190,36,24,7.2,803.5824542,22.3990561
8.26,365,0,21,0,195,52,16,7.6,803.5824542,23.07025768
7.76,665,0,36,26,340,56,49,20,803.5824542,23.29705889
8.13,492,0,43,28,240,36,36,20,803.5824542,20.66505819
8.11,510,0,14,12,270,48,36,12,803.5824542,22.63014298
8.05,555,0,14,26,300,56,39,9,803.5824542,22.18692132
7.76,295,0,7.1,2.1,120,20,17,15,803.5824542,22.6332265
8.06,294,0,7.1,5.2,150,20,24,10,803.5824542,21.62158683
7.77,497,0,14,2.2,190,20,34,48,803.5824542,23.89032678
7.59,447,0,28,25,200,48,19,16,803.5824542,20.08820668
7.99,328,0,14,2.5,140,12,26,22,803.5824542,24.25009082
8.04,257,0,7.1,1.1,120,16,19,19,803.5824542,22.53727639
8.12,573,0,21,6.5,280,48,38,22,803.5824542,24.51656172
7.71,372,0,14,2.3,170,36,19,10,803.5824542,23.901156
8.06,302,0,14,21,200,36,26,7.7,803.5824542,22.15317233
7.67,484,0,14,1.2,160,20,26,31,803.5824542,23.02274424
7.94,540,0,21,15,180,24,29,60,803.5824542,22.67386458
7.84,654,0,21,13,160,28,22,86,803.5824542,24.2191397
7.94,1447,0,106,72,220,16,43,250,803.5824542,20.44273908
7.72,1267,0,113,23,430,28,86,100,803.5824542,22.74565203
7.57,2735,0,298,340,430,64,65,450,803.5824542,24.35500696
8.07,2330,0,199,262,200,12,41,430,803.5824542,20.0307773
7.99,734,0,28,6,200,28,31,93,803.5824542,24.20531414
7.75,393,0,14,15,150,28,19,18,803.5824542,24.89016965
7.78,443,0,14,8.3,160,32,19,29,803.5824542,20.53896695
7.89,466,0,21,21,195,48,18,18,803.5824542,23.83690084
8.23,633,0,28,50,170,8,36,72,803.5824542,20.97438633
8.18,362,0,14,11,140,16,24,21,803.5824542,21.03839419
7.7,488,0,14,30,190,52,14,34,803.5824542,22.93282666
7.85,1167,0,50,66,260,36,41,136,803.5824542,20.34837193
7.7,650,0,113,13,305,36,52,23,803.5824542,20.53668537
8.17,390,0,14,1.7,150,24,22,27,803.5824542,22.03002927
8.3,635,0,64,29,205,24,35,52,803.5824542,23.88747874
7.98,425,0,14,11,180,36,22,21,803.5824542,24.65155181
8.2,377,0,21,27,160,28,22,8,803.5824542,20.3047086
7.8,1198,0,142,48,430,52,72,70,803.5824542,22.80348723
8.2,336,0,14,12,110,28,10,23,803.5824542,24.76239274
8,428,0,7.1,0.9,165,28,23,25,803.5824542,22.97685428
8.2,511,0,28,38,160,24,24,47,803.5824542,21.450213
7.8,668,0,28,21,230,44,29,37,803.5824542,22.69167402
7.9,560,0,21,26,220,52,22,30,803.5824542,22.95993116
7.84,457,0,7.1,10,210,48,22,13,803.5824542,20.27149777
7.92,348,0,43,12,140,40,10,15,803.5824542,20.12927292
7.68,659,0,50,29,240,60,22,45,803.5824542,23.36083566
8.14,603,0,78,41,180,32,24,55,803.5824542,22.27791803
7.92,855,0,128,107,260,40,38,90,803.5824542,24.04863174
7.93,603,0,50,35,200,48,19,47,803.5824542,24.93109858
8.12,389,0,14,5.3,100,16,14,49,803.5824542,22.05646685
7.89,930,0,35,1.8,290,48,41,91,803.5824542,24.27247955
7.71,1090,0,28,13,170,52,10,177,803.5824542,23.06182629
7.82,1035,0,42,15,410,64,60,56,803.5824542,20.54381802
7.9,990,0,28,11,180,24,29,146,803.5824542,24.08053495
7.85,1030,0,64,38,350,72,41,75,803.5824542,23.55745174
7.86,970,0,28,29,230,40,31,97,803.5824542,23.34685269
7.9,810,0,28,17,250,44,34,61,803.5824542,24.86621776
7.6,1007,0,43,14,360,60,50,46,803.5824542,22.94671834
7.84,1220,0,28,59,230,40,31,154,803.5824542,21.37669415
7.99,1770,0,227,60,630,60,101,120,803.5824542,23.85527804
8.24,665,0,14,2.4,200,8,43,72,803.5824542,22.40808373
8.35,368,12,64,16,100,20,12,46,803.5824542,23.69969305
8.4,718,36,21,9.1,170,16,31,103,803.5824542,24.87282739
8.21,574,0,21,8.4,210,24,36,43,803.5824542,20.03416504
8.64,716,12,7.1,38,155,20,25,46,803.5824542,22.27673709
7.99,483,0,7.1,2.2,180,20,31,37,803.5824542,22.12864922
8.58,586,18,14,1.1,190,12,38,47,803.5824542,20.43633725
7.63,1754,0,241,159,550,32,113,117,803.5824542,21.49049326
8.24,525,0,14,1.9,180,16,34,50,803.5824542,23.0447596
8.08,522,0,14,8.1,230,12,48,39,803.5824542,22.5061644
7.98,476,0,21,1.5,170,8,36,50,803.5824542,22.03454685
7.93,446,0,7.1,4.6,210,16,41,25,803.5824542,20.63296622
8.52,833,6,64,30,200,4,46,151,803.5824542,20.13266519
8.19,441,0,7.1,2.2,170,8,36,38,803.5824542,23.96504264
7.99,527,0,21,6,230,24,41,49,803.5824542,24.26174545
8.35,717,18,57,29,230,4,53,86,803.5824542,22.16959004
8.15,523,0,7.1,2.8,190,8,41,58,803.5824542,23.60815715
8.46,865,36,14,2.7,70,12,10,230,803.5824542,22.67271422
8.53,1032,42,14,15,100,4,22,301,803.5824542,20.36551247
8.08,469,0,28,12,130,12,24,73,803.5824542,22.79483303
8.54,1590,54,128,193,390,16,84,276,803.5824542,20.90727573
8.26,436,0,7.1,8.6,170,8,36,40,803.5824542,23.42504377
8,1529,0,85,170,440,80,58,182,803.5824542,21.65683949
7.9,2300,0,411,17,700,124,94,215,803.5824542,20.91953288
7.5,810,0,50,12,280,52,36,57,803.5824542,24.91798959
7.14,890,0,482,19,790,244,43,72,803.5824542,23.79870849
7.75,431,0,50,5,120,28,12,47,803.5824542,21.33261656
7.93,800,0,50,11,250,80,12,51,803.5824542,24.08631256
7.69,1297,0,78,21,350,104,22,35,803.5824542,23.13792802
7.86,842,0,35,58,260,32,43,55,803.5824542,21.78053484
7.64,1230,0,92,9,320,32,58,129,803.5824542,24.35370094
8.03,790,0,35,1,210,44,24,82,803.5824542,24.84730544
8.09,607,0,35,21,200,60,12,49,803.5824542,23.07860954
8.12,358,0,14,17,160,36,17,15,803.5824542,24.10774201
7.89,788,0,85,12,240,48,29,85,803.5824542,23.73531218
7.86,762,0,78,5,250,64,22,58,803.5824542,24.20107464
8.11,481,0,14,29,150,20,24,38,803.5824542,23.38921736
8.35,690,24,7.1,20,240,16,48,56,803.5824542,22.19447483
7.59,1350,0,255,5,370,128,12,117,803.5824542,21.77038518
8.81,1260,84,71,51,270,20,53,156,803.5824542,23.25609982
8.14,619,0,21,10,250,32,41,21,803.5824542,21.6859438
8.11,1430,0,213,117,510,48,94,90,803.5824542,21.40239935
8.35,566,36,14,15,110,20,14,49,803.5824542,22.56647987
8.32,975,30,184,32,180,16,34,135,803.5824542,23.98161798
8.45,760,36,28,27,200,4,46,83,803.5824542,21.19442776
7.95,749,0,28,13,300,48,43,39,803.5824542,21.55430719
8.37,725,48,28,22,280,12,60,51,803.5824542,24.42566104
8.45,798,48,71,18,360,16,77,34,803.5824542,24.83033597
8.42,511,42,71,5.9,230,20,43,21,803.5824542,23.85410243
8.55,972,72,50,48,300,24,58,88,803.5824542,22.12424823
7.92,981,0,121,50,450,60,72,38,803.5824542,23.31621264
8.37,577,72,14,10,200,28,31,35,803.5824542,23.2100718
8.39,750,72,21,5,230,44,29,69,803.5824542,20.43359496
8.03,768,0,21,34,330,52,48,32,803.5824542,22.50482055
8.04,643,0,14,36,180,32,24,51,803.5824542,20.18462742
8.51,734,60,21,12,180,20,31,100,803.5824542,24.61306647
7.91,1784,0,532,90,850,152,113,50,803.5824542,21.7839582
8.08,620,0,21,12,240,48,29,20,803.5824542,22.59221612
8.15,429,0,14,11,215,52,20,7,803.5824542,24.38550862
7.82,554,0,21,8.7,240,52,26,27,803.5824542,20.85960128
7.9,583,0,28,16,235,48,28,36,803.5824542,24.03637051
8.09,363,0,21,7.7,170,48,12,10,803.5824542,21.32329057
7.68,1339,0,156,150,400,64,58,120,803.5824542,20.84360711
7.5,936,0,99,27,350,64,46,55,803.5824542,24.0118495
7.65,834,0,99,25,260,36,41,79,803.5824542,23.98945511
7.32,2907,0,432,85,1020,88,192,204,803.5824542,24.59596126
7.74,805,0,35,5,230,28,38,87,803.5824542,22.90461547
7.98,718,0,35,16,175,12,35,95,803.5824542,23.24621331
7.62,1882,0,241,14,740,52,146,85,803.5824542,21.0252861
7.67,546,0,14,7.5,170,20,29,53,803.5824542,23.63658829
7.7,566,0,14,7,245,56,25,25,803.5824542,23.48922812
8.02,848,0,71,28,275,20,54,84,803.5824542,21.73201647
7.92,450,0,36,0,240,36,36,6.2,803.5824542,20.46612579
7.45,780,0,99,31,390,132,15,19,803.5824542,22.16964934
7.89,470,0,21,6.1,200,36,27,25,803.5824542,23.26575105
7.56,640,0,78,45,320,80,29,24,803.5824542,20.90285272
7.65,550,0,50,46,270,56,32,16,803.5824542,22.06736385
7.66,570,0,21,46,300,60,36,7,803.5824542,20.93820584
7.99,380,0,21,18,200,32,29,8.5,803.5824542,20.13112859
7.92,1130,0,92,110,480,72,73,50,803.5824542,22.64107149
7.99,780,0,128,140,370,44,63,31,803.5824542,20.36299355
7.97,480,0,28,42,260,36,41,7.2,803.5824542,21.83942871
8.02,530,0,14,28,290,48,41,5.6,803.5824542,21.52835252
7.76,640,0,50,81,330,60,44,17,803.5824542,24.50664604
8.23,400,0,21,25,200,36,27,12,803.5824542,21.43454229
7.82,980,0,64,38,410,76,54,57,803.5824542,24.10129634
7.77,567,0,35,42,240,48,29,29,803.5824542,24.28821081
7.91,565,0,21,1.9,230,28,38,34,803.5824542,20.64819975
8.13,316,0,14,0.9,150,40,12,9,803.5824542,21.25178332
8.17,337,0,7.1,1.3,160,24,24,9,803.5824542,23.8124846
7.9,375,0,14,1.1,180,40,19,6,803.5824542,22.93064583
7.8,427,0,14,0.68,205,36,28,10,803.5824542,20.69769634
7.88,445,0,21,12,210,28,34,10,803.5824542,24.08824401
7.64,551,0,14,3.4,280,28,50,23,803.5824542,24.59947419
8,549,0,28,21,170,32,22,48,803.5824542,24.50281089
7.85,605,0,21,20,270,68,24,27,803.5824542,22.22861192
7.8,520,0,14,1.9,260,72,19,6,803.5824542,20.28024285
8,300,0,7.1,18,150,40,12,4,803.5824542,20.51966852
8.01,532,0,7.1,8,170,32,22,55,803.5824542,22.95558296
8.05,551,0,50,40,140,32,14,65,803.5824542,23.06041126
7.79,452,0,14,0.9,220,44,26,13,803.5824542,20.57173729
7.75,610,0,50,7,220,76,7,41,803.5824542,22.33214276
7.96,1200,0,71,9,380,64,53,97,803.5824542,24.01256859
7.79,730,0,49,11,300,92,17,25,803.5824542,23.864301
7.34,790,0,92,21,290,64,31,50,803.5824542,20.03270078
7.27,1020,0,128,5,370,68,48,59,803.5824542,20.59399248
7.66,1620,0,184,23,730,80,127,39,803.5824542,24.84043918
7.92,990,0,50,10,360,56,53,65,803.5824542,24.96970306
7.6,944,0,78,120,380,72,48,33,803.5824542,24.86176496
8.1,522,0,7,31,210,16,41,35,803.5824542,23.34206222
7.79,500,0,14,6,200,32,29,25,803.5824542,21.10107074
8.2,442,0,14,6,160,8,34,29,803.5824542,24.90760341
7.93,557,0,50,33,220,24,39,28,803.5824542,20.34172305
7.72,409,0,7,21,200,36,27,12,803.5824542,20.53672466
7.81,498,0,14,25,200,24,34,28,803.5824542,21.49139079
7.89,395,0,7,15,160,28,22,17,803.5824542,22.97685252
8.14,312,0,7.1,12,110,16,17,25,803.5824542,24.84316529
8.04,2062,0,156,153,230,12,48,448,803.5824542,21.886269
8.47,2286,30,213,107,220,4,50,380,803.5824542,23.16956762
8.25,1464,0,177,88,270,20,53,147,803.5824542,23.2976366
8.48,1805,18,170,156,220,8,48,313,803.5824542,23.00046905
8.11,3360,0,312,51,320,28,60,631,803.5824542,20.53396684
7.91,4296,0,773,345,590,32,122,763,803.5824542,24.54113472
7.97,460,0,21,7.2,220,64,15,20,803.5824542,22.22008455
8.06,370,0,21,10,180,52,12,12,803.5824542,24.14075864
8.04,564,0,85,28,210,56,17,40,803.5824542,20.16640626
8.27,400,0,21,0,180,48,15,23,803.5824542,24.98234438
8.03,580,0,92,14,290,84,19,20,803.5824542,24.04225025
8.28,330,0,21,29,160,52,7,5.4,803.5824542,24.10533222
8.38,440,24,14,0,200,44,22,25,803.5824542,22.21159137
8.24,380,0,36,6.2,190,52,15,13,803.5824542,22.27491088
8.13,367,0,14,0,180,52,12,11,803.5824542,23.2561003
8.21,340,0,21,14,180,52,12,7.9,803.5824542,23.82789151
7.82,490,0,14,14,235,64,18,18,803.5824542,24.47902249
7.87,280,0,21,3.4,130,20,19,11,803.5824542,20.8557134
7.76,1900,0,376,24,550,32,113,174,803.5824542,23.63878827
7.44,1200,0,199,10,350,84,34,93,803.5824542,20.25831604
7.48,1283,0,184,19,450,96,50,49,803.5824542,23.23794851
7.78,633,0,28,9,200,28,31,61,803.5824542,24.6395212
7.61,1327,0,206,11,505,56,88,71,803.5824542,21.42591774
7.94,446,0,14,7.1,180,36,22,24,803.5824542,21.02664181
7.93,424,0,14,8.3,185,44,18,20,803.5824542,20.43054782
7.87,453,0,7.1,10,215,40,28,13,803.5824542,21.95550783
7.68,910,0,64,24,210,32,31,117,803.5824542,20.39192697
8,1955,0,124,425,270,20,53,342,803.5824542,22.27134879
8.24,2488,0,245,258,270,28,48,464,803.5824542,23.73198079
7.97,1492,0,78,117,230,16,46,231,803.5824542,24.11403754
7.71,737,0,21,25,240,32,38,57,803.5824542,21.06406969
7.76,433,0,14,6.7,190,68,5,20,803.5824542,21.85235674
7.82,591,0,14,6.4,250,28,43,32,803.5824542,24.0378063
8.01,4946,0,993,287,790,36,168,887,803.5824542,24.14929188
7.97,3298,0,383,345,240,20,46,730,803.5824542,23.73699355
8.38,2110,84,113,74,130,12,24,562,803.5824542,22.99864663
8.18,2259,0,199,212,270,16,55,562,803.5824542,21.82506302
7.95,1466,0,227,94,250,36,38,241,803.5824542,24.75408057
8.31,3957,42,510,471,270,20,53,1020,803.5824542,23.72577907
7.31,37230,0,9018,5600,4620,548,780,6763,803.5824542,21.33851378
7.58,2650,0,411,365,620,112,82,290,803.5824542,22.16776258
7.65,8349,0,908,42,1780,72,384,1129,803.5824542,23.43132765
7.8,4819,0,922,411,760,52,151,967,803.5824542,21.12126407
8.27,594,0,57,5.6,225,8,49,44,803.5824542,23.10992368
8.21,325,0,14,7.3,130,10,25,25,803.5824542,24.79091238
8.16,282,0,7.1,7,105,12,18,21,803.5824542,22.03272099
7.84,1162,0,103,29,355,28,68,112,803.5824542,23.85421119
8.16,472,0,32,6.7,160,10,32,50,803.5824542,22.38528328
8.46,550,21,25,1.5,200,4,46,60,803.5824542,20.21314125
8.08,789,0,25,16,255,10,55,107,803.5824542,22.61941833
7.87,813,0,14,20,200,18,37,101,803.5824542,23.58224521
8.32,584,9,21,68,180,4,41,58,803.5824542,22.43658841
8.22,830,0,21,20,300,52,41,45,803.5824542,22.98104591
8.23,790,0,7.1,35,340,68,41,19,803.5824542,24.43046754
8.21,1540,0,64,56,430,44,77,118,803.5824542,21.53103031
8.21,980,0,50,45,340,80,34,43,803.5824542,24.36114085
8.27,786,0,28,74,270,28,48,36,803.5824542,23.45186574
8.27,834,0,71,95,240,40,34,57,803.5824542,21.95976519
8.2,713,0,7.1,28,330,72,36,25,803.5824542,21.98783833
8.21,622,0,14,7.7,240,32,38,35,803.5824542,22.18407225
8.22,1035,0,135,64,230,20,43,113,803.5824542,23.75616274
8.24,2016,0,163,32,655,92,102,90,803.5824542,24.61417658
8.24,591,0,7.1,27,250,56,26,8,803.5824542,23.80273701
8.23,673,0,28,11,240,52,26,26,803.5824542,20.52929614
7.67,1069,0,106,48,400,56,62,77,803.5824542,22.05995366
7.97,234,0,7.1,3,80,24,5,28,803.5824542,21.01930716
8.55,788,30,50,32,240,8,53,162,803.5824542,23.81140195
7.72,252,0,7.1,24,100,24,10,5,803.5824542,22.82505463
7.52,364,0,7.1,2.2,160,48,10,15,803.5824542,22.31993325
7.58,397,0,7.1,2,180,40,19,18,803.5824542,22.67301428
7.64,600,0,57,22,160,32,19,85,803.5824542,23.35946946
7.62,467,0,14,8.9,210,44,24,19,803.5824542,20.36353069
7.7,254,0,21,6.8,100,28,7,8,803.5824542,20.99341997
7.79,1816,0,199,154,500,40,96,260,803.5824542,24.82860289
7.45,1136,0,184,4.1,420,100,41,47,803.5824542,21.07649825
7.77,352,0,28,15,130,24,17,25,803.5824542,20.47275087
7.64,452,0,14,14,200,44,22,18,803.5824542,21.94076235
7.98,445,0,14,0,190,56,12,21,803.5824542,21.06979491
7.93,425,0,14,11,160,32,19,34,803.5824542,21.75488468
7.89,440,0,14,0,140,44,7,46,803.5824542,20.15946099
7.9,465,0,28,10,200,40,24,24,803.5824542,24.61947399
7.82,550,0,11,30,230,44,29,28,803.5824542,24.60964888
7.96,463,0,28,5.1,180,40,19,14,803.5824542,24.63021281
7.92,480,0,32,8.5,175,36,20,24,803.5824542,24.07852268
7.93,690,0,57,43,190,52,14,79,803.5824542,23.74674664
7.94,723,0,43,40,185,64,6,81,803.5824542,23.87102243
7.94,582,0,25,51,175,44,16,49,803.5824542,20.67195948
8,398,0,14,0,135,20,20,32,803.5824542,22.67054715
7.87,340,0,18,8.7,130,48,2,20,803.5824542,24.90673516
7.98,394,0,14,62,160,32,19,23,803.5824542,24.26667038
8.06,505,0,14,31,200,36,26,4,803.5824542,23.93275686
7.84,958,0,50,38,380,36,70,5,803.5824542,24.4367324
8.11,596,0,14,27,230,40,31,4,803.5824542,24.14413938
8.08,1010,0,78,34,385,84,42,46,803.5824542,20.95392869
7.63,1701,0,234,169,590,116,72,83,803.5824542,21.16793464
7.87,598,0,7.1,18,240,52,26,12,803.5824542,21.34421146
7.74,876,0,71,38,330,56,46,32,803.5824542,21.14211617
7.86,610,0,21,35,255,60,25,9,803.5824542,23.64595176
8.45,525,24,14,19,230,40,31,10,803.5824542,20.89250491
8.47,612,48,14,23,250,76,14,9,803.5824542,20.37883
7.92,654,0,7.1,12,250,48,31,17,803.5824542,24.06628234
8.12,604,0,28,45,250,52,29,14,803.5824542,22.68153702
7.94,609,0,14,0,225,32,35,5,803.5824542,21.34329291
8,755,0,43,14,295,72,28,4,803.5824542,23.90543255
8.12,388,0,14,15,125,36,8,31,803.5824542,20.93216428
7.81,451,0,21,13,185,48,16,21,803.5824542,24.72815105
7.9,434,0,14,3.7,190,52,14,14,803.5824542,22.96540957
7.95,386,0,14,34,145,40,11,28,803.5824542,21.58456215
8.2,429,0,43,3.5,180,20,31,24,803.5824542,23.84466385
8.17,456,0,21,2,180,44,17,30,803.5824542,21.05818462
7.95,304,0,7.1,2.1,140,36,12,11,803.5824542,23.47000915
8.19,546,0,7.1,2.7,160,12,31,56,803.5824542,22.86448496
8.57,1526,42,57,87,160,8,34,271,803.5824542,21.1249498
8.1,773,0,28,16,190,36,24,96,803.5824542,20.90795383
8.1,800,0,21,64,310,32,55,53,803.5824542,21.74413519
7.98,596,0,14,1.6,220,16,43,49,803.5824542,23.7954343
7.9,658,0,7.1,26,200,32,29,72,803.5824542,20.51964491
7.8,1135,0,92,30,320,12,70,118,803.5824542,20.16865203
8.2,611,0,7.1,1.6,180,12,36,65,803.5824542,24.83668071
8.2,892,0,14,5.4,150,12,29,154,803.5824542,23.99525358
8.58,492,84,7.1,10,150,16,26,46,803.5824542,24.07292221
8.45,437,78,7.1,3.2,175,12,35,35,803.5824542,22.55287449
8.14,710,0,43,18,250,40,36,54,803.5824542,20.30759609
8.42,670,12,50,7.7,290,12,62,58,803.5824542,23.9566304
7.87,1270,0,28,36,90,8,17,216,803.5824542,24.45629714
8.41,616,12,21,33,230,20,31,42,803.5824542,20.25868393
8.62,2029,24,43,70,160,20,26,404,803.5824542,22.29683206
8.15,544,0,14,4.4,230,20,43,24,803.5824542,24.08165054
7.64,396,0,43,10,170,40,17,12,803.5824542,21.43469729
7.89,612,0,35,18,180,20,31,70,803.5824542,23.93476178
7.8,646,0,50,12,210,36,29,57.5,803.5824542,22.23709851
7.52,580,0,14,5.7,225,44,28,34,803.5824542,22.76241773
7.8,1034,0,50,64,370,56,55,87,803.5824542,21.7501243
7.69,809,0,35,31,220,40,29,86,803.5824542,24.72578026
7.87,1419,0,99,78,230,20,43,224,803.5824542,24.80078905
7.57,565,0,35,12,225,40,30,34,803.5824542,20.85058792
7.82,544,0,28,10,200,32,29,44,803.5824542,24.66437422
7.74,803,0,64,7,280,36,46,56,803.5824542,23.74587626
7.68,1069,0,128,37,280,36,46,100,803.5824542,21.54784367
7.56,700,0,57,22,155,56,4,98,803.5824542,20.37133396
7.9,659,0,14,5.2,160,16,29,91,803.5824542,23.50837009
7.8,882,0,121,50,225,12,47,118,803.5824542,22.14064352
7.77,626,0,28,14,160,24,24,76,803.5824542,22.64678428
7.71,1438,0,71,29,220,16,43,247,803.5824542,24.38437976
7.98,745,0,21,5.1,230,44,29,80,803.5824542,20.01985529
7.5,1289,0,206,64,380,56,58,110,803.5824542,20.71775464
7.97,705,0,43,17,205,28,32,76,803.5824542,22.27030535
7.49,871,0,135,27,295,64,32,77,803.5824542,21.87908084
8.21,463,0,21,2.5,200,13,41,39,803.5824542,20.43366701
8.18,451,0,14,3.8,160,13,31,33,803.5824542,20.97376188
7.74,745,0,57,3.8,320,55,46,30,803.5824542,22.43832796
7.82,1380,0,50,253,530,59,94,84,803.5824542,24.38935747
8.12,1428,0,53,207,590,29,125,72,803.5824542,22.41164924
7.64,794,0,28,78,340,55,50,42,803.5824542,22.26085698
8.03,569,0,50,14,240,29,41,38,803.5824542,22.26745844
7.84,949,0,78,101,350,34,65,64,803.5824542,24.55780178
7.83,616,0,43,21,230,38,34,35,803.5824542,22.64945241
8.04,798,0,85,83,280,21,55,53,803.5824542,24.75684361
8.26,431,0,14,2.3,160,13,31,35,803.5824542,23.36871946
7.66,696,0,57,9,240,46,31,46,803.5824542,23.71540616
8.05,2517,0,220,210,1005,34,222,111,803.5824542,24.01939756
7.96,1345,0,170,72,490,21,106,69,803.5824542,20.94300116
8.03,430,0,14,25,230,38,34,6,803.5824542,22.96985832
7.76,818,0,35,52,280,42,43,71,803.5824542,23.15041153
8.25,662,0,57,34,210,13,43,57,803.5824542,24.93338937
7.85,406,0,14,15,180,34,24,20,803.5824542,24.42597494
8.22,492,0,28,14,200,17,38,39,803.5824542,20.83393956
8.18,900,0,35,35,350,46,58,37,803.5824542,24.18632713
7.75,1029,0,60,43,340,25,67,70,803.5824542,21.56787835
8.01,626,0,21,6.4,220,42,29,61,803.5824542,24.38252975
7.91,464,0,14,10,190,29,29,19,803.5824542,21.13192166
7.93,1572,0,191,115,380,38,70,169,803.5824542,21.74789525
8.47,901,12,78,50,230,8.4,50,99,803.5824542,22.81287924
8.55,1001,30,85,40,230,8.4,50,109,803.5824542,20.04736118
8.28,449,0,28,6.9,160,8.4,34,37,803.5824542,20.90978925
7.85,890,0,36,72,310,40,50,74,803.5824542,23.40672409
7.87,1047,0,85,87,350,88,31,73,803.5824542,20.36400427
7.85,465,0,21,43,205,44,23,22,803.5824542,23.37140159
7.95,582,0,14,34,235,36,35,38,803.5824542,22.2029797
7.97,558,0,14,43,235,52,25,26,803.5824542,20.15919028
7.92,352,0,14,6,155,52,6,11,803.5824542,23.45073168
8.22,597,0,7.1,25,220,36,31,18,803.5824542,24.09141474
8.21,1232,0,85,68,410,80,50,80,803.5824542,22.4320677
8.22,582,0,11,0,220,56,19,18,803.5824542,22.52587383
8.23,662,0,7.1,5.4,240,44,31,31,803.5824542,23.26452482
7.79,555,0,14,29,220,40,29,12,803.5824542,24.99385809
7.7,967,0,156,38,380,84,41,21,803.5824542,22.03678907
7.69,927,0,43,37,340,36,60,35,803.5824542,22.61068116
7.83,727,0,21,30,300,60,36,9,803.5824542,22.09635056
